"","Mouse_ID","Tested_by","Machine","Measurements","Ct_mean","Ct_mean_Ep","Ct_mean_ABI","Oocyst_Predict","ILWE_DNA_Content_ng.microliter","ILWE_DNA_used_up","HI","Code","Transect","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","State","Arrival","Wean","Death","DaysInLab","Spleen","Lepid","Uterus","Ovaria","Grav","Litters","NN","Protocol","Aspiculuris_tetraptera","Syphacia_obvelata","Zfy2","Y","Mix_Syphacia_Aspiculuris","Worms_presence","Heligmosomoides_polygurus","SRY1","Hymenolepis","Taenia","Aspiculuris_Syphacia","Trichuris","Heterakis","Mastophorus","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","delta_ct_ilwe_MminusE","delta_ct_cewe_MminusE","n18S_Seq","COI_Seq","ORF470_Seq","eimeriaSpecies","Region","Sperm","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Feces_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length"
"43","AA_0089","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.04761905,"WOLZ24","HZ_BR","F",13.84,52.2678,2016,"d",NA,NA,"dd",NA,"dd","dd","dd","94","100","100","100","70/100","100","dd","dd","dd","dd","dm","dd",11,"DE",NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-11.2,-10.37,"negative","negative","negative","Negative",NA,NA,10.819,68,NA,NA,3,NA,NA,NA,71
"44","AA_0090","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.05882352941,"GRAB7","HZ_BR","M",13.7072,52.2422,2016,"d",NA,NA,NA,NA,"d",NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",8,"DE",NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,0,NA,NA,NA,0,0,3,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-11.1733333333,-9.5333333333,"negative","negative","negative","Negative",NA,NA,11.176,75,NA,16,2,56,0.049,0.051,76
"45","AA_0091","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0,"PREN14","HZ_BR","F",13.5544,52.7881,2016,"d",NA,NA,NA,NA,"dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",10,"DE",NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,0,32,NA,NA,0,NA,NA,NA,0,0,32,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-9.9966666667,-9.8533333333,"negative","negative","negative","Negative",NA,NA,11.599,68,NA,NA,2,NA,NA,NA,73
"46","AA_0092","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0,"PREN14","HZ_BR","M",13.5544,52.7881,2016,NA,NA,NA,NA,NA,NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",6,"DE",NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,0,22,NA,NA,0,NA,NA,NA,0,0,22,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-10.7966666667,-8.9033333333,"negative","negative","negative","Negative",NA,NA,16.711,77,NA,28,3,131,0.049,0.052,79
"47","AA_0093","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.0625,"MILD1","HZ_BR","M",13.3047,52.9936,2016,NA,"m","d",NA,NA,NA,"d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",10,"DE",NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,0,NA,NA,NA,0,0,3,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-10.33,-9.4833333333,"negative","negative","negative","Negative",NA,NA,16.258,81,NA,28,1,166,0.08,0.083,85
"48","AA_0094","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.04,"MILD1","HZ_BR","F",13.3047,52.9936,2016,"m",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,"DE",NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,0,NA,NA,NA,0,0,8,0,0,0,"Alice","April2018",2,1,1,5,3,3,1,4,2.5,0.1,250000,8,-10.5266666667,0.9433333333,"positive","positive","positive","E_ferrisi",NA,NA,16.76,81,NA,NA,1,NA,NA,NA,83
"49","AA_0095","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.05,"MILD1","HZ_BR","M",13.3047,52.9936,2016,"d","m","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,"DE",NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-10.6333333333,-5.8366666667,"negative","negative","negative","Negative",NA,NA,12.15,69,NA,14,2,18,0.057,0.061,76
"50","AA_0096","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0,"OEHN","HZ_BR","F",13.0439,51.93,2016,NA,NA,NA,NA,NA,NA,NA,NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",6,"DE",NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,0,NA,NA,NA,0,0,10,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-11.2333333333,-9.7066666667,"negative","negative","negative","Negative",NA,NA,20.254,85,NA,NA,2,NA,NA,NA,80
"51","AA_0097","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.05555555556,"RUDN21","HZ_BR","M",13.64,52.716944,2016,"d",NA,"d","d",NA,"d","d","d","94","95/100","100","100","100","100","dd","dm","dd","dd","dd","dd",12,"DE",NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-10.96,-9.9,"negative","negative","negative","Negative",NA,NA,10.515,71,NA,15,2,33,0.052,0.054,61
"52","AA_0098","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0,"RUDN21","HZ_BR","M",13.64,52.716944,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,"DE",NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,0,NA,NA,NA,0,0,3,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-11.0333333333,-10.4333333333,"negative","negative","negative","Negative",NA,NA,15.579,80,NA,25,2,104,0.078,0.077,81
"53","AA_0099","YVT","Eppendorf",1,32.58,32.58,NA,1124,NA,NA,0.2941176471,"GRUN17","HZ_BR","M",13.0819,52.0311,2016,"d",NA,"m",NA,NA,"d","d","d","100","100","100","100","100","80","mm","dd","dd","dd","dd","mm",11,"DE",NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,81,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-10.2733333333,-9.8933333333,"negative","negative","negative","Negative",NA,NA,17.583,78,NA,26,2,137,0.064,0.07,84
"54","AA_0100",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"ROSENT","HZ_BR","F",13.4639,51.8625,2016,"d",NA,"dd","dd",NA,"dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",12,"DE",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,0,7,NA,NA,0,NA,NA,NA,0,0,7,0,0,0,"Alice","April2018",1,0,0,0,0,0,0,1,0.25,0.1,12500,8,NA,1.96,"positive","positive","positive","E_ferrisi",NA,NA,5.823,59,NA,NA,2,NA,NA,NA,66
"55","AA_0101","YVT","Eppendorf",1,29.7,29.7,NA,7901,NA,NA,0,"ROSENT","HZ_BR","M",13.4639,51.8625,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,"DE",NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-10.8366666667,-9.5466666667,"negative","negative","negative","Negative",NA,NA,16.541,84,NA,19,2,95,0.072,0.076,91
"56","AA_0102","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0,"GRAFD","HZ_BR","M",13.1953,51.9097,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,"DE",NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-10.7933333333,-10.2866666667,"negative","negative","negative","Negative",NA,NA,14.945,77,NA,23,2,136,0.069,0.073,78
"57","AA_0103","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.9130434783,"JOACHS8","HZ_BR","F",13.7336,52.9783,2016,"m",NA,"mm","mm",NA,"dm","mm","mm","100","95","125","120","90","80/100","mm","mm","mm","mm","mm","dm",12,"DE",NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,172,NA,NA,NA,0,0,172,0,9,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-11.2466666667,-9.9,"negative","negative","negative","Negative",NA,NA,17.78,86,NA,NA,2,NA,NA,NA,76
"58","AA_0104","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.9473684211,"JOACHS8","HZ_BR","M",13.7336,52.9783,2016,"m","m","m","m",NA,"m","m","m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",13,"DE",NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,73,NA,NA,NA,0,0,73,2,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-11.0333333333,-10.5866666667,"negative","negative","negative","Negative",NA,NA,20.586,91,NA,0.03,2,106,0.083,0.092,84
"59","AA_0105","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.8695652174,"JOACHS8","HZ_BR","F",13.7336,52.9783,2016,"m",NA,"mm","mm",NA,"dm","dm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",12,"DE",NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,0,NA,NA,NA,0,0,2,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-9.115,-9.7033333333,"negative","negative","negative","Negative",NA,NA,15.274,82,NA,NA,2,NA,NA,NA,72
"60","AA_0106","YVT-Tes","Eppendorf + Quantstudio1",2,31.95,25.785,31.30959361,2656,NA,NA,0.8947368421,"JOACHS8","HZ_BR","M",13.7336,52.9783,2016,"d","m","m","m",NA,"m","d","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",13,"DE",NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,43,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-8.6266666667,-8.4566666667,"negative","negative","negative","Negative",NA,NA,14.14,76,NA,17,2,126,0.05,0.054,66
"61","AA_0107","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.88,"JOACHS8","HZ_BR","F",13.7336,52.9783,2016,"m",NA,"mm","mm","mm","mm","dm","mm","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",13,"DE",NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,489,NA,NA,NA,0,0,489,0,0,0,"Alice","April2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-9.8333333333,-8.9333333333,"negative","negative","negative","Negative",NA,NA,22.351,84,NA,NA,2,NA,NA,NA,75
"62","AA_0108","YVT-Tes","Eppendorf + Quantstudio1",2,0,23.065,0,0,NA,NA,0.8421052632,"JOACHS8","HZ_BR","M",13.7336,52.9783,2016,"m","m","m","m",NA,"d","m","m","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",13,"DE",NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,85,NA,NA,NA,0,0,85,2,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-9.7566666667,-8.83,"negative","negative","negative","Negative",NA,NA,16.921,82,NA,26,2,0.12,0.085,0.08,79
"63","AA_0109","YVT-Tes","Eppendorf + Quantstudio1",2,0,8.175,0,0,NA,NA,0.9473684211,"JOACHS8","HZ_BR","M",13.7336,52.9783,2016,"m","m","m","m",NA,"d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",13,"DE",NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,76,NA,NA,NA,0,0,76,1,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-9.61,-8.0766666667,"negative","negative","negative","Negative",NA,NA,18.13,85,NA,33,2,0.12,0.08,0.091,75
"64","AA_0110","YVT-Tes","Eppendorf + Quantstudio1",2,0,22.23,0,0,NA,NA,0.5789473684,"HOPPE1","HZ_BR","M",13.676085,52.497666,2016,"d","m","m","m",NA,"m","m","m","94","100","100/125","100/120","90/100","80","dd","dd","dm","dm","dm","mm",13,"DE",NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,NA,NA,NA,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.25,-8.6366666667,"negative","negative","negative","Negative",NA,NA,18.718,83,NA,18,NA,158,0.051,0.052,86
"65","AA_0111","YVT-Tes","Eppendorf + Quantstudio1",2,36.63559975,22.09,37.5111995,40,NA,NA,0.8695652174,"GROSZIE","HZ_BR","F",13.895,52.9581,2016,"d",NA,"mm","mm",NA,"dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",12,"DE",NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,-0.6966666667,"Tissue","Tissue","negative","Double_ferrisi_vermiformis",NA,NA,6.71,68,NA,NA,NA,NA,NA,NA,57
"66","AA_0112","YVT-Tes","Eppendorf + Quantstudio1",2,0,27.73,0,0,NA,NA,0.8947368421,"GROSZIE","HZ_BR","M",13.895,52.9581,2016,"d","m","m","m",NA,"d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",13,"DE",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.9333333333,-0.0766666667,"negative","Tissue","Tissue","E_falciformis",NA,NA,4.11,46,NA,NA,NA,2,0.004,0.003,49
"67","AA_0113","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.1578947,"WOLZ24","HZ_BR","M",13.84,52.2678,2016,"d","m","d","m",NA,"d","d","d","94","100","100","100","70/100","100","dd","dd","dd","dd","dm","dd",13,"DE",NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,0,28,NA,NA,0,NA,NA,NA,0,0,28,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.7166666667,-1.45,"Tissue","Tissue","Tissue","E_ferrisi",NA,NA,9.768,64,NA,3,NA,NA,0.018,0.017,76
"68","AA_0114","YVT-Tes","Eppendorf + Quantstudio1",2,0,22.71,0,0,NA,NA,0.7826086957,"GROSZIE","HZ_BR","F",13.895,52.9581,2016,"d",NA,"mm","mm",NA,"dd","mm","mm","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",12,"DE",NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,0,22,NA,NA,0,NA,NA,NA,0,1,22,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.6166666667,-5.3933333333,"negative","negative","negative","Negative",NA,NA,9.076,64,NA,NA,NA,NA,NA,NA,67
"69","AA_0115","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.9473684211,"JOACHS8","HZ_BR","M",13.7336,52.9783,2016,"m","m","m","m",NA,"d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",13,"DE",NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,NA,NA,0,0,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.51,-8.0266666667,"negative","negative","negative","Negative",NA,NA,10.31,70,NA,11,NA,8,0.049,0.046,67
"70","AA_0116",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8823529412,"JOACHS8","HZ_BR","M",13.7336,52.9783,2016,"d","m","m","m",NA,"d","m","m","100","95","125","120","90",NA,"mm","mm","mm","mm","mm",NA,12,"DE",NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,NA,NA,"negative","negative","negative","Negative",NA,NA,16.562,79,NA,21,2,152,0.053,0.056,70
"71","AA_0117","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.92,"JOACHS8","HZ_BR","F",13.7336,52.9783,2016,"m",NA,"mm","mm","mm","mm","mm","mm","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",13,"DE",NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,16,NA,NA,NA,0,0,16,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-8.76,-8.7266666667,"negative","negative","negative","Negative",NA,NA,11.378,65,NA,NA,2,NA,NA,NA,73
"72","AA_0118","YVT","Eppendorf",1,33.18,33.18,NA,749,NA,NA,0.9130434783,"JOACHS8","HZ_BR","F",13.7336,52.9783,2016,"m",NA,"mm","mm","mm","dm","dm","mm","100","95","125","120","90",NA,"mm","mm","mm","mm","mm",NA,12,"DE",NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,225,NA,NA,NA,0,0,225,3,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-9.7533333333,-9.17,"negative","negative","negative","Negative",NA,NA,12.73,83,NA,NA,2,NA,NA,NA,76
"73","AA_0119","YVT","Eppendorf",1,29.78,29.78,NA,7485,NA,NA,0.8695652174,"JOACHS8","HZ_BR","F",13.7336,52.9783,2016,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90",NA,"mm","mm","mm","mm","mm",NA,12,"DE",NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,0,NA,NA,NA,0,0,3,0,0,0,"Alice","April2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-5.0166666667,-8.5833333333,"negative","negative","negative","Negative",NA,NA,13.96,73,NA,NA,2,NA,NA,NA,73
"74","AA_0120","YVT-Tes","Eppendorf + Quantstudio1",2,36.25322791,24.965,35.36763722,170,NA,NA,0.8695652174,"GROSZIE","HZ_BR","F",13.895,52.9581,2016,"d",NA,"mm","mm",NA,"dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",12,"DE",NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,0,117,NA,NA,0,NA,NA,NA,0,0,117,0,26,0,"Alice","April2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-8.8766666667,-2.77,"negative","negative","positive","E_ferrisi",NA,NA,15.73,84,NA,NA,2,NA,NA,NA,74
"75","AA_0121","YVT","Eppendorf",1,31.11,31.11,NA,3041,NA,NA,0.8888888889,"GROSZIE","HZ_BR","F",13.895,52.9581,2016,NA,NA,NA,NA,NA,"dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",9,"DE",NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,0,51,NA,NA,0,NA,NA,NA,0,0,51,0,0,0,"Enas","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0,-9.6466666667,-3.1266666667,"Tissue","Tissue","negative","E_ferrisi",NA,NA,21.55,94,NA,NA,2,NA,NA,NA,71
"76","AA_0122","YVT","Eppendorf",1,0,0,NA,0,NA,NA,1,"JOACHSS8","HZ_BR","F",13.7336,52.9783,2016,"m",NA,"mm","mm","mm","mm","mm","mm","100","95","125","120","90",NA,"mm","mm","mm","mm","mm",NA,12,"DE",NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,116,0,NA,NA,0,NA,NA,NA,0,0,116,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-9.89,-9.24,"negative","negative","negative","Negative",NA,NA,11.23,71,NA,NA,2,NA,NA,NA,72
"77","AA_0123","YVT-Tes","Eppendorf + Quantstudio1",2,0,24.18,0,332035,NA,NA,0,"MILD1","HZ_BR","F",13.3047,52.9936,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,"DE",NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,NA,NA,NA,0,0,2,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-9.5066666667,-8.6866666667,"negative","negative","negative","Negative",NA,NA,16.351,80,NA,NA,2,NA,NA,NA,81
"78","AA_0124","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.04,"MILD1","HZ_BR","F",13.3047,52.9936,2016,"d",NA,"dm","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,"DE",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,0,7,NA,NA,0,NA,NA,NA,0,0,7,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-9.72,-9.2133333333,"negative","negative","negative","Negative",NA,NA,8.381,63,NA,NA,2,NA,NA,NA,66
"79","AA_0125","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.04347826087,"MILD1","HZ_BR","F",13.3047,52.9936,2016,"m",NA,"dd","dd",NA,"dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",12,"DE",NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,6,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-9.8033333333,-7.8933333333,"negative","negative","negative","Negative",NA,NA,15.57,72,NA,NA,2,NA,NA,NA,85
"80","AA_0126","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.2105263,"TUCH13","HZ_BR","F",13.7875,52.7544,2016,"d",NA,NA,"mm",NA,"dd",NA,NA,"94","100","100","100","100","80","dd","dd","dd","dd","dd","mm",9,"DE",NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-9.88,-9.4333333333,"negative","negative","negative","Negative",NA,NA,11.784,72,NA,NA,2,NA,NA,NA,78
"81","AA_0127","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.05,"RIBB8","HZ_BR","M",13.2567,53.0322,2016,"d","m","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,"DE",NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,0,NA,NA,NA,0,0,8,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-8.9066666667,-9.0333333333,"negative","negative","negative","Negative",NA,NA,17.7,88,NA,0.02,2,65,0.079,0.08,80
"82","AA_0128","YVT","Eppendorf",1,36.55,36.55,NA,76,NA,NA,0,"ALTLU","HZ_BR","M",13.1869,53.0386,2016,"d","d","d",NA,"d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,"DE",NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,0,NA,NA,NA,0,0,5,0,0,3,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-8.7733333333,-9.2133333333,"negative","negative","negative","Negative",NA,NA,10.008,67,NA,11,2,24,0.047,0.051,60
"83","AA_0129","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0,"RIBB8","HZ_BR","F",13.2567,53.0322,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100",NA,"100","100","dd","dd","dd",NA,"dd","dd",12,"DE",NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,80,NA,NA,NA,0,0,80,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-8.88,-9.53,"negative","negative","negative","Negative",NA,NA,21.588,86,NA,NA,2,NA,NA,NA,89
"84","AA_0130","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0,"TOPEGS7","HZ_BR","F",13.5878,52.1583,2016,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,"DE",NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-9.4,-8.5466666667,"negative","negative","negative","Negative",NA,NA,12.38,72,NA,NA,2,NA,NA,NA,75
"85","AA_0131","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0,"TOPEGS7","HZ_BR","M",13.5878,52.1583,2016,"d",NA,"d","d",NA,"d","d",NA,"94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",11,"DE",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-9.21,-9.18,"negative","negative","negative","Negative",NA,NA,10.634,65,NA,6,2,5,0.039,0.044,70
"86","AA_0132","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0,"TOPEGS7","HZ_BR","M",13.5878,52.1583,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",14,"DE",NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,"Enas","2017",0,0,0,0,0,0,0,0,0,0.1,0,8,-8.7666666667,-8.97,"negative","negative","negative","Negative",NA,NA,20.25,85,NA,32,2,297,0.075,0.078,86
