"","Mouse_ID","HI","HI_Level","Year","Date","Plate","Tested_by","Machine","Measurements","Ct_mean_ABI","Ct_1_Ep","Ct_1_Ep_Real_Pred","Ct_1_Ep_Real_Check","Ct_2_Ep","Ct_2_Ep_Real_Pred","Ct_2_Ep_Real_Check","Ct_mean_Ep","Ct_Ep_Consistent","Ct_1_ABI","Ct_2_ABI","Ct_3_ABI","Ct_mean_1_ABI","Ct_4_ABI","Ct_5_ABI","Ct_6_ABI","Ct_mean_2_ABI","Ct_7_ABI","Ct_8_ABI","Ct_9_ABI","Ct_mean_3_ABI","Ct_mean","Consistent","StDev","Transect","Latitude","Longitude","Sex","Oocyst_Predict","Oocyst_Level","Oocyst_Predict.1"
"338","AA_0465",0.15,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.9936,13.3047,"M","0","OP = 0",4292821751815.77
"339","AA_0466",0,"HI == 0",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.9936,13.3047,"F","0","OP = 0",4292821751815.77
"340","AA_0467",0,"HI == 0",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.9936,13.3047,"F","0","OP = 0",4292821751815.77
"341","AA_0468",0.27,"HI < 0.5",2017,"2017","0","YVT","Eppendorf",1,NA,22.98,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11.49,"HZ_BR",52.4936,13.6703,"F","0","OP = 0",4292821751815.77
"342","AA_0469",0.7,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",51.9447,13.925,"F","0","OP = 0",4292821751815.77
"343","AA_0470",0.7,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",51.9447,13.925,"F","0","OP = 0",4292821751815.77
"344","AA_0471",0.16,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",51.9594,13.6708,"M","0","OP = 0",4292821751815.77
"345","AA_0489",0.91,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_MV",53.8444,11.4811,"F","0","OP = 0",4292821751815.77
"346","AA_0490",0.68,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_MV",53.8444,11.4811,"M","0","OP = 0",4292821751815.77
"347","AA_0491",0.68,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_MV",53.8444,11.4811,"M","0","OP = 0",4292821751815.77
"348","AA_0498",0.94,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,30.2,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.1,"HZ_MV",53.9403,11.6072,"M","0","OP = 0",4292821751815.77
"349","AA_0499",0.88,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,28.79,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,14.4,"HZ_MV",53.9403,11.6072,"M","0","OP = 0",4292821751815.77
"350","AA_0502",0.94,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_MV",53.9403,11.6072,"M","0","OP = 0",4292821751815.77
"351","AA_0506",0.84,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,35.37,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17.69,"HZ_MV",53.5678,12.5903,"F","0","OP = 0",4292821751815.77
"352","AA_0511",0.74,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_MV",53.5189,12.4464,"M","0","OP = 0",4292821751815.77
"353","AA_0512",0.7,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_MV",53.5189,12.4464,"F","0","OP = 0",4292821751815.77
"354","AA_0513",0.96,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_MV",53.5189,12.4464,"F","0","OP = 0",4292821751815.77
"355","AA_0514",0.89,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_MV",53.5189,12.4464,"M","0","OP = 0",4292821751815.77
"356","AA_0515",0.96,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_MV",53.5189,12.4464,"F","0","OP = 0",4292821751815.77
"357","AA_0517",0.74,"HI < 0.75",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_SX",51.7761,13.9575,"M","0","OP = 0",4292821751815.77
"358","AA_0518",0.67,"HI < 0.75",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_SX",51.7336,13.9128,"M","0","OP = 0",4292821751815.77
"359","AA_0519",0.32,"HI < 0.5",2018,"2018","0","YVT","Eppendorf",1,NA,34.06,TRUE,FALSE,33.24,TRUE,FALSE,33.65,33.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.65,NA,0.33,"HZ_SX",51.6767,13.6794,"M","544","OP < 10^3",544.46585200645
"360","AA_0520",0.45,"HI < 0.5",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_SX",51.6767,13.6794,"F","0","OP = 0",4292821751815.77
"361","AA_0521",0.39,"HI < 0.5",2018,"2018","0","YVT","Eppendorf",1,NA,29.61,TRUE,TRUE,27.73,TRUE,TRUE,28.67,28.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.67,NA,0.77,"HZ_SX",51.6767,13.6794,"F","15872","OP < 10^5",15872.0897968775
"362","AA_0522",0.23,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_SX",51.6767,13.6794,"F","0","OP = 0",4292821751815.77
"363","AA_0523",0.42,"HI < 0.5",2018,"18.06.21","7","YVT-Tes","Eppendorf + new ABI",2,24.47015818,26.85,TRUE,TRUE,25.53,TRUE,TRUE,26.19,26.19,24.57472806,24.64274899,24.19299749,24.47015818,NA,NA,NA,NA,NA,NA,NA,NA,25.15809491,TRUE,0.97,"HZ_SX",51.6767,13.6794,"M","272830","OP < 10^6",171205.400887658
"364","AA_0524",0.8,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.9147,13.9619,"F","0","OP = 0",4292821751815.77
"365","AA_0525",0.58,"HI < 0.75",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.9147,13.9619,"M","0","OP = 0",4292821751815.77
"366","AA_0526",0.79,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.915,13.9625,"M","0","OP = 0",4292821751815.77
"367","AA_0527",0.8,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.9094,13.9933,"M","0","OP = 0",4292821751815.77
"368","AA_0528",0,"HI == 0",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.0322,13.2567,"F","0","OP = 0",4292821751815.77
"369","AA_0529",0.05,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.0322,13.2567,"M","0","OP = 0",4292821751815.77
"370","AA_0530",0.4,"HI < 0.5",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.0219,13.175,"M","0","OP = 0",4292821751815.77
"371","AA_0531",0,"HI == 0",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.0219,13.175,"F","0","OP = 0",4292821751815.77
"372","AA_0532",0.1,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.0219,13.175,"M","0","OP = 0",4292821751815.77
"373","AA_0533",0,"HI == 0",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.9574,13.2829,"F","0","OP = 0",4292821751815.77
"374","AA_0534",0.1,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,31.71,TRUE,FALSE,32.17,TRUE,FALSE,31.94,31.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.94,NA,0.19,"HZ_BR",52.9574,13.2829,"M","1733","OP < 10^4",1733.39387740313
"375","AA_0535",0.15,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,38.85,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19.43,"HZ_BR",52.9574,13.2829,"M","0","OP = 0",4292821751815.77
"376","AA_0536",0.1,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,19.21,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,9.61,"HZ_BR",52.9574,13.2829,"M","0","OP = 0",4292821751815.77
"377","AA_0537",0.05,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,32.4,TRUE,FALSE,32.63,TRUE,FALSE,32.52,32.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.52,NA,0.09,"HZ_BR",52.7947,12.7797,"M","1170","OP < 10^4",1170.34515910548
"378","AA_0538",0,"HI == 0",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7947,12.7797,"F","0","OP = 0",4292821751815.77
"379","AA_0539",0.11,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7947,12.7797,"M","0","OP = 0",4292821751815.77
"380","AA_0540",0,"HI == 0",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7722,12.7219,"F","0","OP = 0",4292821751815.77
"381","AA_0541",0.15,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7536,12.3728,"M","0","OP = 0",4292821751815.77
"382","AA_0542",0.88,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.8328,14.0908,"M","0","OP = 0",4292821751815.77
"383","AA_0543",0,"HI == 0",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7536,12.3728,"F","0","OP = 0",4292821751815.77
"384","AA_0544",0.89,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.3975,14.0678,"M","0","OP = 0",4292821751815.77
"385","AA_0545",0.85,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,33.85,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,16.93,"HZ_BR",52.3975,14.0678,"M","0","OP = 0",4292821751815.77
"386","AA_0546",0.1,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,30.7,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.35,"HZ_BR",52.7369,13.66,"M","0","OP = 0",4292821751815.77
"387","AA_0547",0.04,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7625,12.7589,"F","0","OP = 0",4292821751815.77
"388","AA_0548",0.09,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,34.25,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17.13,"HZ_BR",52.7625,12.7589,"F","0","OP = 0",4292821751815.77
"389","AA_0549",0.04,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7369,13.66,"F","0","OP = 0",4292821751815.77
"390","AA_0550",0.05,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7369,13.66,"M","0","OP = 0",4292821751815.77
"391","AA_0551",0,"HI == 0",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7369,13.66,"F","0","OP = 0",4292821751815.77
"392","AA_0552",0,"HI == 0",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7369,13.66,"F","0","OP = 0",4292821751815.77
"393","AA_0553",0.89,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,34.06,TRUE,FALSE,34.88,TRUE,FALSE,34.47,34.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.47,NA,0.33,"HZ_BR",52.8328,14.0908,"M","312","OP < 10^3",312.464843525673
"394","AA_0554",0.88,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,30.65,TRUE,TRUE,30.93,TRUE,TRUE,30.79,30.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.79,NA,0.11,"HZ_BR",52.8328,14.0908,"F","3777","OP < 10^4",3776.78930164425
"395","AA_0556",0.65,"HI < 0.75",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.8328,14.0908,"M","0","OP = 0",4292821751815.77
"396","AA_0557",0.95,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,33.83,TRUE,FALSE,34.25,TRUE,FALSE,34.04,34.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.04,NA,0.17,"HZ_BR",52.8328,14.0908,"M","418","OP < 10^3",418.088369310139
"397","AA_0558",0.79,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.8367,14.1189,"M","0","OP = 0",4292821751815.77
"398","AA_0559",0.86,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,34.1,TRUE,FALSE,35.16,TRUE,FALSE,34.63,34.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.63,NA,0.43,"HZ_BR",52.3975,14.0678,"F","280","OP < 10^3",280.377849102483
"399","AA_0560",0.88,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.3975,14.0678,"F","0","OP = 0",4292821751815.77
"400","AA_0561",0.87,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.3975,14.0678,"F","0","OP = 0",4292821751815.77
"401","AA_0562",0.15,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7369,13.66,"M","0","OP = 0",4292821751815.77
"402","AA_0564",0,"HI == 0",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7369,13.66,"F","0","OP = 0",4292821751815.77
"403","AA_0565",0,"HI == 0",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7369,13.66,"M","0","OP = 0",4292821751815.77
"404","AA_0566",0.08,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,36.85,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18.43,"HZ_BR",52.7369,13.66,"F","0","OP = 0",4292821751815.77
"405","AA_0567",0.05,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,18.89,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,9.45,"HZ_BR",52.7369,13.66,"M","0","OP = 0",4292821751815.77
"406","AA_0568",0.1,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7369,13.66,"M","0","OP = 0",4292821751815.77
"407","AA_0569",0,"HI == 0",2018,"2018","0","YVT","Eppendorf",1,NA,39.43,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19.72,"HZ_BR",52.7369,13.66,"M","0","OP = 0",4292821751815.77
"408","AA_0570",0.11,"HI < 0.25",2018,"18.06.21","7","YVT-Tes","Eppendorf + new ABI",2,0,36.39,TRUE,FALSE,16.76,FALSE,FALSE,26.575,26.575,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,14.79,"HZ_BR",52.9936,13.3047,"M","0","OP = 0",4292821751815.77
"409","AA_0571",0.1,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,30.77,TRUE,FALSE,31.15,TRUE,FALSE,30.96,30.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.96,NA,0.16,"HZ_BR",52.9936,13.3047,"M","3366","OP < 10^4",3366.07823101634
"410","AA_0572",0.04,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.9936,13.3047,"F","0","OP = 0",4292821751815.77
"411","AA_0573",0.95,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.9308,14.0736,"M","0","OP = 0",4292821751815.77
"412","AA_0574",0,"HI == 0",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7269,12.6278,"M","0","OP = 0",4292821751815.77
"413","AA_0575",0.78,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.9308,14.0736,"F","0","OP = 0",4292821751815.77
"414","AA_0576",0,"HI == 0",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7269,12.6278,"F","0","OP = 0",4292821751815.77
"415","AA_0577",0,"HI == 0",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7269,12.6278,"F","0","OP = 0",4292821751815.77
"416","AA_0578",0.56,"HI < 0.75",2018,"2018","0","YVT","Eppendorf",1,NA,29.2,TRUE,TRUE,29.3,TRUE,TRUE,29.25,29.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.25,NA,0.04,"HZ_BR",52.2125,14.0922,"F","10716","OP < 10^5",10716.4469084731
"417","AA_0578",0.56,"HI < 0.75",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.2125,14.0922,"F","0","OP = 0",4292821751815.77
"418","AA_0579",0.95,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,35.47,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17.74,"HZ_BR",52.2125,14.0922,"M","0","OP = 0",4292821751815.77
"419","AA_0580",0.75,"HI < 1",2018,"2018","0","YVT","Eppendorf",1,NA,34.38,TRUE,FALSE,34.05,TRUE,FALSE,34.21,34.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.21,NA,0.13,"HZ_BR",52.2125,14.0922,"M","373","OP < 10^3",372.622893727032
"420","AA_0581",0,"HI == 0",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7269,12.6278,"M","0","OP = 0",4292821751815.77
"421","AA_0582",0,"HI == 0",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7269,12.6278,"F","0","OP = 0",4292821751815.77
"422","AA_0583",0,"HI == 0",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7269,12.6278,"M","0","OP = 0",4292821751815.77
"423","AA_0584",0,"HI == 0",2018,"2018","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7269,12.6278,"M","0","OP = 0",4292821751815.77
"424","AA_0585",0.04,"HI < 0.25",2018,"2018","0","YVT","Eppendorf",1,NA,34.62,TRUE,FALSE,34.59,TRUE,FALSE,34.6,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6,NA,0.01,"HZ_BR",52.9936,13.3047,"F","286","OP < 10^3",286.132357854675
